InventoryAction,Site,SellerSKU,Quantity,Price
Modify,Shopify,0620781,420,4.64
Modify,Shopify,0620823,366,3.45
Modify,Shopify,0620880,428,4.50
Modify,Shopify,0621524,26,22.98
Modify,Shopify,0621649,111,14.12
Modify,Shopify,0621904,68,25.02
Modify,Shopify,0621961,316,16.12
Modify,Shopify,0622043,49,31.74
Modify,Shopify,0622225,189,23.68
Modify,Shopify,0622340,178,46.73
Modify,Shopify,0623462,203,43.80
Modify,Shopify,0623686,51,85.31
Modify,Shopify,0624106,97,64.51
Modify,Shopify,0624718,129,67.52
Modify,Shopify,0624874,533,43.00
Modify,Shopify,0625038,51,20.73
Modify,Shopify,0625210,79,28.02
Modify,Shopify,0625806,648,52.16
Modify,Shopify,0626051,146,11.79
Modify,Shopify,0626374,192,7.35
Modify,Shopify,0626382,550,8.75
Modify,Shopify,0626408,137,54.32
Modify,Shopify,0626788,147,79.36
Modify,Shopify,0627083,103,8.73
Modify,Shopify,0627729,375,59.25
Modify,Shopify,0627802,55,26.99
Modify,Shopify,0628008,45,61.63
Modify,Shopify,0628180,2783,6.51
Modify,Shopify,0628248,975,6.51
Modify,Shopify,0628933,156,81.42
Modify,Shopify,0629030,26,17.90
Modify,Shopify,0629295,28,8.79
Modify,Shopify,0629352,734,20.22
Modify,Shopify,0630277,2425,36.40
Modify,Shopify,0630558,552,20.22
Modify,Shopify,0630673,89,20.22
Modify,Shopify,0630996,43,20.22
Modify,Shopify,0631440,28,14.22
Modify,Shopify,0631465,28,8.79
Modify,Shopify,0631648,83,8.73
Modify,Shopify,0632265,375,8.82
Modify,Shopify,0633446,956,5.58
Modify,Shopify,0633487,404,7.58
Modify,Shopify,0633628,388,4.07
Modify,Shopify,0633735,33,7.16
Modify,Shopify,0633800,1028,14.97
Modify,Shopify,0634501,1512,5.32
Modify,Shopify,0634725,495,7.31
Modify,Shopify,0634964,370,86.53
Modify,Shopify,0635029,435,86.53
Modify,Shopify,0635631,40,11.07
Modify,Shopify,0636530,206,24.18
Modify,Shopify,0637876,724,11.48
Modify,Shopify,0639153,20,4.89
Modify,Shopify,0639294,267,8.90
Modify,Shopify,0639377,104,7.43
Modify,Shopify,0639880,305,38.24
Modify,Shopify,0639989,33,42.20
Modify,Shopify,0640136,66,4.89
Modify,Shopify,0640276,2993,4.89
Modify,Shopify,0640292,1476,34.17
Modify,Shopify,0640920,28,6.44
Modify,Shopify,0641621,12,9.72
Modify,Shopify,0642231,97,6.44
Modify,Shopify,0642272,259,49.79
Modify,Shopify,0642397,19,5.78
Modify,Shopify,0642710,9,9.72
Modify,Shopify,0643072,43,12.80
Modify,Shopify,0643213,16,9.72
Modify,Shopify,0643338,13,16.01
Modify,Shopify,0643429,484,24.75
Modify,Shopify,0643536,12,7.78
Modify,Shopify,0643783,7,5.78
Modify,Shopify,0643858,91,11.64
Modify,Shopify,0643940,699,35.95
Modify,Shopify,0644005,15,9.72
Modify,Shopify,0644260,52,41.26
Modify,Shopify,0644286,51,41.46
Modify,Shopify,0644609,45,28.83
Modify,Shopify,0645101,53,28.83
Modify,Shopify,0645671,110,19.14
Modify,Shopify,0646679,79,29.04
Modify,Shopify,0647263,73,35.50
Modify,Shopify,0647511,1,13.08
Modify,Shopify,0647750,17,48.53
Modify,Shopify,0647776,48,25.01
Modify,Shopify,0648949,89,11.02
Modify,Shopify,0649004,445,28.16
Modify,Shopify,0649020,267,6.47
Modify,Shopify,0649707,428,28.16
Modify,Shopify,0649947,184,9.46
Modify,Shopify,0650036,11,45.75
Modify,Shopify,0650119,52,29.78
Modify,Shopify,0650259,1769,3.85
Modify,Shopify,0650358,201,3.85
Modify,Shopify,0650390,446,3.85
Modify,Shopify,0650408,38,47.89
Modify,Shopify,0650457,23,8.30
Modify,Shopify,0650622,594,3.31
Modify,Shopify,0650705,962,28.16
Modify,Shopify,0573402,230,89.85
Modify,Shopify,0573774,139,26.61
Modify,Shopify,0574012,214,45.17
Modify,Shopify,0574335,23,7.48
Modify,Shopify,0574376,292,45.18
Modify,Shopify,0574483,186,27.81
Modify,Shopify,0574665,67,16.81
Modify,Shopify,0574764,253,6.09
Modify,Shopify,0574780,218,24.48
Modify,Shopify,0575233,114,16.45
Modify,Shopify,0575431,11,18.54
Modify,Shopify,0576108,57,7.26
Modify,Shopify,0576983,423,9.27
Modify,Shopify,0577395,0,28.06
Modify,Shopify,0577478,50,13.08
Modify,Shopify,0577510,69,7.22
Modify,Shopify,0578609,7,16.98
Modify,Shopify,0578674,12,11.71
Modify,Shopify,0578773,985,4.81
Modify,Shopify,0579342,9,9.94
Modify,Shopify,0579433,43,15.18
Modify,Shopify,0579938,546,30.01
Modify,Shopify,0580001,16,28.29
Modify,Shopify,0580118,258,23.70
Modify,Shopify,0581686,542,23.99
Modify,Shopify,0582122,71,53.43
Modify,Shopify,0582239,59,9.98
Modify,Shopify,0582403,1196,11.65
Modify,Shopify,0583468,313,4.87
Modify,Shopify,0583518,308,20.43
Modify,Shopify,0583823,352,8.73
Modify,Shopify,0583880,2,14.16
Modify,Shopify,0583906,15,26.50
Modify,Shopify,0583989,159,6.94
Modify,Shopify,0584904,2515,6.83
Modify,Shopify,0585232,0,23.95
Modify,Shopify,0585612,737,38.22
Modify,Shopify,0585984,927,12.46
Modify,Shopify,0586453,180,55.17
Modify,Shopify,0586560,154,18.93
Modify,Shopify,0586578,96,18.91
Modify,Shopify,0587634,0,5.53
Modify,Shopify,0587642,99,7.25
Modify,Shopify,0587683,212,4.87
Modify,Shopify,0587816,181,6.20
Modify,Shopify,0588699,32,38.86
Modify,Shopify,0588806,89,23.81
Modify,Shopify,0588962,33,29.39
Modify,Shopify,0590000,22,34.00
Modify,Shopify,0590133,12,39.23
Modify,Shopify,0590307,19,43.02
Modify,Shopify,0590604,72,7.88
Modify,Shopify,0590737,43,5.54
Modify,Shopify,0590836,61,12.81
Modify,Shopify,0590901,202,14.43
Modify,Shopify,0590992,184,12.81
Modify,Shopify,0591024,1260,12.56
Modify,Shopify,0591115,146,6.40
Modify,Shopify,0591321,268,18.92
Modify,Shopify,0591446,98,12.95
Modify,Shopify,0591479,86,18.18
Modify,Shopify,0591487,44,6.48
Modify,Shopify,0591529,106,12.95
Modify,Shopify,0591545,19,23.00
Modify,Shopify,0591560,15,14.14
Modify,Shopify,0591651,0,12.58
Modify,Shopify,0591784,359,15.34
Modify,Shopify,0591933,169,14.06
Modify,Shopify,0592899,1119,11.60
Modify,Shopify,0592972,99,14.68
Modify,Shopify,0593350,139,13.77
Modify,Shopify,0593376,103,13.77
Modify,Shopify,0593483,137,180.38
Modify,Shopify,0594473,66,66.47
Modify,Shopify,0595074,840,49.17
Modify,Shopify,0596437,961,8.21
Modify,Shopify,0596510,163,8.19
Modify,Shopify,0596569,3055,36.40
Modify,Shopify,0596593,144,52.85
Modify,Shopify,0596783,382,59.65
Modify,Shopify,0596809,209,23.23
Modify,Shopify,0596890,100,53.38
Modify,Shopify,0597427,0,11.74
Modify,Shopify,0598383,1718,9.22
Modify,Shopify,0598607,59,29.46
Modify,Shopify,0598987,450,8.65
Modify,Shopify,0599068,404,8.65
Modify,Shopify,0599886,75,37.25
Modify,Shopify,0600932,1900,7.22
Modify,Shopify,0600999,251,25.65
Modify,Shopify,0601161,22,18.42
Modify,Shopify,0601468,38,48.94
Modify,Shopify,0602128,44,20.22
Modify,Shopify,0602144,126,20.22
Modify,Shopify,0602193,6,21.86
Modify,Shopify,0602227,283,20.22
Modify,Shopify,0602623,128,24.75
Modify,Shopify,0602664,68,31.72
Modify,Shopify,0602680,18,31.52
Modify,Shopify,0603506,6,14.94
Modify,Shopify,0604132,55,27.66
Modify,Shopify,0604256,147,9.22
Modify,Shopify,0604298,613,12.83
Modify,Shopify,0604389,43,25.57
Modify,Shopify,0604587,72,46.02
Modify,Shopify,0604629,27,72.69
Modify,Shopify,0605048,251,6.42
Modify,Shopify,0606020,793,6.20
Modify,Shopify,0606202,40,18.27
Modify,Shopify,0606707,187,3.58
Modify,Shopify,0607093,227,17.13
Modify,Shopify,0607499,44,24.11
Modify,Shopify,0607556,154,22.76
Modify,Shopify,0608216,24,26.50
Modify,Shopify,0609024,858,8.74
Modify,Shopify,0609040,24,4.14
Modify,Shopify,0609248,30,51.59
Modify,Shopify,0609669,198,114.22
Modify,Shopify,0609818,191,61.21
Modify,Shopify,0609891,162,17.08
Modify,Shopify,0609990,359,3.62
Modify,Shopify,0610089,105,54.66
Modify,Shopify,0610139,133,3.62
Modify,Shopify,0610162,234,54.66
Modify,Shopify,0610188,207,46.42
Modify,Shopify,0610220,254,6.49
Modify,Shopify,0610360,14,56.98
Modify,Shopify,0610428,39,44.81
Modify,Shopify,0610675,52,26.03
Modify,Shopify,0610915,12,19.82
Modify,Shopify,0610998,470,18.17
Modify,Shopify,0611004,31,12.12
Modify,Shopify,0611053,469,14.08
Modify,Shopify,0611293,4204,8.50
Modify,Shopify,0611616,188,8.12
Modify,Shopify,0612143,38,5.99
Modify,Shopify,0612184,120,5.99
Modify,Shopify,0165647,13,40.83
Modify,Shopify,0165654,427,2.48
Modify,Shopify,0165670,38,16.80
Modify,Shopify,0165688,0,11.32
Modify,Shopify,0165696,189,19.82
Modify,Shopify,0165704,254,55.82
Modify,Shopify,0165795,22,16.13
Modify,Shopify,0165811,69,19.82
Modify,Shopify,0165977,260,55.82
Modify,Shopify,0166256,2854,4.79
Modify,Shopify,0166280,66,35.00
Modify,Shopify,0166561,5,35.00
Modify,Shopify,0166702,134,6.67
Modify,Shopify,0167734,204,95.48
Modify,Shopify,0168278,174,7.67
Modify,Shopify,0168484,766,25.20
Modify,Shopify,0168500,38,33.67
Modify,Shopify,0168534,37,13.54
Modify,Shopify,0169540,9,25.94
Modify,Shopify,0169789,42,27.22
Modify,Shopify,0169995,315,22.96
Modify,Shopify,0170019,306,22.96
Modify,Shopify,0170324,42,13.14
Modify,Shopify,0170514,2960,4.38
Modify,Shopify,0170795,1229,4.82
Modify,Shopify,0170886,97,25.20
Modify,Shopify,0170902,71,44.77
Modify,Shopify,0171058,170,28.29
Modify,Shopify,0171199,8,32.24
Modify,Shopify,0171272,520,6.57
Modify,Shopify,0171314,229,7.09
Modify,Shopify,0171363,373,6.46
Modify,Shopify,0171496,221,6.57
Modify,Shopify,0171637,291,6.57
Modify,Shopify,0171892,22,21.79
Modify,Shopify,0172106,86,21.79
Modify,Shopify,0172171,52,47.98
Modify,Shopify,0172858,424,9.24
Modify,Shopify,0173005,20,44.42
Modify,Shopify,0173054,78,18.17
Modify,Shopify,0173351,92,37.02
Modify,Shopify,0173435,488,6.57
Modify,Shopify,0173450,331,6.57
Modify,Shopify,0173534,81,14.37
Modify,Shopify,0173708,71,27.78
Modify,Shopify,0173732,59,29.86
Modify,Shopify,0174375,44,39.73
Modify,Shopify,0174631,62,33.63
Modify,Shopify,0175430,214,14.44
Modify,Shopify,0175935,135,74.48
Modify,Shopify,0176305,19,71.31
Modify,Shopify,0176438,14,21.67
Modify,Shopify,0176586,121,94.24
Modify,Shopify,0177048,159,24.68
Modify,Shopify,0177113,843,32.41
Modify,Shopify,0177154,369,21.66
Modify,Shopify,0177451,71,7.89
Modify,Shopify,0178780,206,5.86
Modify,Shopify,0178855,476,7.89
Modify,Shopify,0179085,91,21.64
Modify,Shopify,0179143,484,8.74
Modify,Shopify,0179150,26,17.78
Modify,Shopify,0179358,55,82.00
Modify,Shopify,0179895,6,40.56
Modify,Shopify,0179937,443,37.56
Modify,Shopify,0180059,56,37.56
Modify,Shopify,0180158,382,37.56
Modify,Shopify,0180174,388,37.56
Modify,Shopify,0180893,19,12.42
Modify,Shopify,0181115,20,38.12
Modify,Shopify,0181404,20,44.42
Modify,Shopify,0181990,127,6.56
Modify,Shopify,0182113,336,6.56
Modify,Shopify,0182329,31,23.21
Modify,Shopify,0182618,528,30.98
Modify,Shopify,0182964,147,36.14
Modify,Shopify,0184739,23,64.94
Modify,Shopify,0185009,142,9.55
Modify,Shopify,0185660,22,37.43
Modify,Shopify,0185678,663,27.41
Modify,Shopify,0185751,285,20.52
Modify,Shopify,0186148,96,61.14
Modify,Shopify,0186163,498,63.28
Modify,Shopify,0186262,28,42.49
Modify,Shopify,0186288,15,32.03
Modify,Shopify,0186528,57,17.08
Modify,Shopify,0186569,2979,8.91
Modify,Shopify,0186841,3,49.70
Modify,Shopify,0186882,15,49.70
Modify,Shopify,0187153,592,33.03
Modify,Shopify,0187278,272,22.51
Modify,Shopify,0187351,103,22.51
Modify,Shopify,0187906,833,11.33
Modify,Shopify,0187930,16,37.23
Modify,Shopify,0189225,98,26.14
Modify,Shopify,0189258,40,32.32
Modify,Shopify,0189308,136,87.37
Modify,Shopify,0189381,77,71.34
Modify,Shopify,0190173,10,28.65
Modify,Shopify,0190249,212,6.47
Modify,Shopify,0190264,307,27.36
Modify,Shopify,0190512,209,6.21
Modify,Shopify,0190686,33,24.47
Modify,Shopify,0191361,32,135.79
Modify,Shopify,0192245,33,95.13
Modify,Shopify,0192450,20,32.77
Modify,Shopify,0193821,162,13.32
Modify,Shopify,0193896,142,66.29
Modify,Shopify,0193938,331,50.06
Modify,Shopify,0195602,1056,43.52
Modify,Shopify,0195842,35,26.86
Modify,Shopify,0196527,19,23.53
Modify,Shopify,0197004,455,2.24
Modify,Shopify,0197103,68,34.12
Modify,Shopify,0197111,341,23.10
Modify,Shopify,0197988,47,24.49
Modify,Shopify,0198135,53,29.19
Modify,Shopify,0198440,274,23.71
Modify,Shopify,0198465,94,35.46
Modify,Shopify,0198564,79,26.76
Modify,Shopify,0198598,189,13.47
Modify,Shopify,0199430,260,48.90
Modify,Shopify,0199596,105,20.54
Modify,Shopify,0199794,1,87.34
Modify,Shopify,0200717,91,50.74
Modify,Shopify,0201327,11,3.18
Modify,Shopify,0201665,157,18.01
Modify,Shopify,0201707,332,56.08
Modify,Shopify,0201780,173,19.04
Modify,Shopify,0201855,313,4.32
Modify,Shopify,0202291,80,7.26
Modify,Shopify,0202317,82,9.65
Modify,Shopify,0202747,15,56.94
Modify,Shopify,0204651,133,129.80
Modify,Shopify,0205443,280,9.89
Modify,Shopify,0205641,69,50.16
Modify,Shopify,0205864,168,50.16
Modify,Shopify,0206078,21,50.16
Modify,Shopify,0206300,168,85.31
Modify,Shopify,0527374,43,44.42
Modify,Shopify,0527853,18,15.10
Modify,Shopify,0527978,43,23.18
Modify,Shopify,0527994,67,7.07
Modify,Shopify,0528075,87,40.52
Modify,Shopify,0528141,51,11.77
Modify,Shopify,0528158,41,24.89
Modify,Shopify,0528265,136,7.22
Modify,Shopify,0528299,51,7.44
Modify,Shopify,0528547,7,16.72
Modify,Shopify,0528570,4,24.02
Modify,Shopify,0528604,13,55.47
Modify,Shopify,0528620,62,22.71
Modify,Shopify,0528679,47,8.56
Modify,Shopify,0528687,112,7.21
Modify,Shopify,0528935,110,13.22
Modify,Shopify,0529214,1155,4.23
Modify,Shopify,0529867,42,41.71
Modify,Shopify,0530022,136,36.29
Modify,Shopify,0530824,130,32.46
Modify,Shopify,0530865,40,32.46
Modify,Shopify,0531830,658,24.46
Modify,Shopify,0531863,71,22.26
Modify,Shopify,0535153,132,11.75
Modify,Shopify,0535450,78,46.70
Modify,Shopify,0535674,406,18.37
Modify,Shopify,0535930,0,3.40
Modify,Shopify,0536664,37,8.55
Modify,Shopify,0536847,217,6.54
Modify,Shopify,0537068,160,6.40
Modify,Shopify,0537126,77,24.97
Modify,Shopify,0537142,159,24.97
Modify,Shopify,0537688,55,57.50
Modify,Shopify,0538413,128,63.66
Modify,Shopify,0538645,234,21.84
Modify,Shopify,0538728,617,21.84
Modify,Shopify,0539635,155,9.24
Modify,Shopify,0540229,107,8.35
Modify,Shopify,0540518,157,34.83
Modify,Shopify,0541227,308,20.74
Modify,Shopify,0541714,45,37.90
Modify,Shopify,0541797,74,58.84
Modify,Shopify,0541821,136,13.75
Modify,Shopify,0542282,0,5.54
Modify,Shopify,0542449,18,7.72
Modify,Shopify,0542522,355,36.37
Modify,Shopify,0543066,102,28.06
Modify,Shopify,0543900,618,11.94
Modify,Shopify,0543983,83,31.30
Modify,Shopify,0544247,180,9.63
Modify,Shopify,0546200,858,28.16
Modify,Shopify,0546713,48,13.70
Modify,Shopify,0547075,647,17.26
Modify,Shopify,0547158,65,9.91
Modify,Shopify,0547398,3,4.94
Modify,Shopify,0547620,45,4.44
Modify,Shopify,0547869,531,23.26
Modify,Shopify,0548172,371,7.88
Modify,Shopify,0548198,318,12.29
Modify,Shopify,0548289,337,11.07
Modify,Shopify,0548578,94,4.14
Modify,Shopify,0548628,10,4.14
Modify,Shopify,0549436,0,7.22
Modify,Shopify,0550236,1132,31.28
Modify,Shopify,0550749,1045,6.48
Modify,Shopify,0550889,1575,21.84
Modify,Shopify,0550939,305,8.84
Modify,Shopify,0551432,97,22.18
Modify,Shopify,0551739,69,18.75
Modify,Shopify,0551762,77,57.86
Modify,Shopify,0551911,16,36.99
Modify,Shopify,0552125,439,5.84
Modify,Shopify,0552158,42,44.02
Modify,Shopify,0552356,204,5.84
Modify,Shopify,0552794,852,20.04
Modify,Shopify,0553149,52,45.31
Modify,Shopify,0553396,16,33.02
Modify,Shopify,0553461,13,30.06
Modify,Shopify,0553487,10,30.06
Modify,Shopify,0554337,242,17.05
Modify,Shopify,0554691,64,9.24
Modify,Shopify,0554774,3462,8.37
Modify,Shopify,0555763,350,15.11
Modify,Shopify,0556191,4,6.58
Modify,Shopify,0556530,19,13.63
Modify,Shopify,0557033,538,8.03
Modify,Shopify,0557058,358,8.03
Modify,Shopify,0557587,314,54.66
Modify,Shopify,0558270,36,15.69
Modify,Shopify,0559104,14,35.82
Modify,Shopify,0559450,92,14.72
Modify,Shopify,0559625,19,20.12
Modify,Shopify,0559930,6,36.35
Modify,Shopify,0560722,356,3.86
Modify,Shopify,0560862,105,20.22
Modify,Shopify,0560888,30,24.68
Modify,Shopify,0561589,353,9.76
Modify,Shopify,0562546,98,22.41
Modify,Shopify,0562785,14,6.54
Modify,Shopify,0562843,29,6.54
Modify,Shopify,0562926,39,24.75
Modify,Shopify,0562942,758,61.46
Modify,Shopify,0562975,174,10.02
Modify,Shopify,0563072,142,8.90
Modify,Shopify,0563213,270,71.30
Modify,Shopify,0563346,3,79.95
Modify,Shopify,0563817,18,32.82
Modify,Shopify,0563833,24,53.54
Modify,Shopify,0563973,154,16.50
Modify,Shopify,0564484,135,32.77
Modify,Shopify,0564807,136,10.05
Modify,Shopify,0565697,63,167.22
Modify,Shopify,0565820,1760,9.57
Modify,Shopify,0566190,610,7.21
Modify,Shopify,0566216,74,9.90
Modify,Shopify,0566919,186,6.44
Modify,Shopify,0567784,117,9.24
Modify,Shopify,0567859,124,13.36
Modify,Shopify,0567867,29,61.14
Modify,Shopify,0567891,92,6.70
Modify,Shopify,0567909,1315,22.02
Modify,Shopify,0568592,93,23.63
Modify,Shopify,0568931,53,39.04
Modify,Shopify,0569210,43,6.91
Modify,Shopify,0570135,7,39.09
Modify,Shopify,0570200,1,23.29
Modify,Shopify,0570879,153,22.06
Modify,Shopify,0570952,150,22.06
Modify,Shopify,0571034,11,19.12
Modify,Shopify,0571414,97,19.46
Modify,Shopify,0571422,595,4.68
Modify,Shopify,0571653,459,25.84
Modify,Shopify,0572024,71,22.06
Modify,Shopify,0572206,163,7.26
Modify,Shopify,0572677,20,17.48
Modify,Shopify,0572685,412,41.73
Modify,Shopify,0476226,38,36.50
Modify,Shopify,0476762,61,46.02
Modify,Shopify,0476952,3,37.68
Modify,Shopify,0477125,352,9.85
Modify,Shopify,0477240,283,9.85
Modify,Shopify,0477307,210,9.85
Modify,Shopify,0477448,60,31.08
Modify,Shopify,0477851,177,7.22
Modify,Shopify,0478107,387,28.55
Modify,Shopify,0478354,491,6.23
Modify,Shopify,0478438,82,8.32
Modify,Shopify,0478578,408,39.19
Modify,Shopify,0479717,0,55.38
Modify,Shopify,0479733,826,43.11
Modify,Shopify,0479899,77,16.68
Modify,Shopify,0480020,85,22.22
Modify,Shopify,0480061,51,34.72
Modify,Shopify,0480319,75,81.06
Modify,Shopify,0480590,64,40.35
Modify,Shopify,0481028,539,
Modify,Shopify,0481432,62,26.10
Modify,Shopify,0482513,57,15.75
Modify,Shopify,0483438,121,27.48
Modify,Shopify,0483826,676,34.33
Modify,Shopify,0484485,37,8.96
Modify,Shopify,0484733,557,70.94
Modify,Shopify,0485003,48,5.88
Modify,Shopify,0485250,155,9.91
Modify,Shopify,0485334,1053,4.53
Modify,Shopify,0485615,138,15.06
Modify,Shopify,0485656,2,61.38
Modify,Shopify,0486001,9,38.47
Modify,Shopify,0486407,4970,3.70
Modify,Shopify,0486423,1099,3.70
Modify,Shopify,0486787,527,7.88
Modify,Shopify,0487025,0,37.33
Modify,Shopify,0487207,56,18.86
Modify,Shopify,0488536,69,18.63
Modify,Shopify,0489286,178,25.56
Modify,Shopify,0489427,264,25.66
Modify,Shopify,0489682,5,23.99
Modify,Shopify,0489724,48,24.11
Modify,Shopify,0491266,120,27.28
Modify,Shopify,0491860,17,105.94
Modify,Shopify,0492090,142,16.88
Modify,Shopify,0492942,235,20.22
Modify,Shopify,0493460,21,99.90
Modify,Shopify,0493833,332,50.69
Modify,Shopify,0493858,247,50.69
Modify,Shopify,0494146,45,8.90
Modify,Shopify,0494781,139,67.11
Modify,Shopify,0494823,263,40.51
Modify,Shopify,0496000,442,8.03
Modify,Shopify,0496190,137,25.86
Modify,Shopify,0496273,308,12.95
Modify,Shopify,0496521,405,13.19
Modify,Shopify,0496646,360,4.03
Modify,Shopify,0497131,110,28.49
Modify,Shopify,0497560,64,40.98
Modify,Shopify,0498808,106,18.76
Modify,Shopify,0499806,922,1.84
Modify,Shopify,0500124,47,26.02
Modify,Shopify,0500496,145,11.08
Modify,Shopify,0500777,376,28.11
Modify,Shopify,0501247,68,29.72
Modify,Shopify,0502898,247,57.95
Modify,Shopify,0503284,47,29.86
Modify,Shopify,0504183,21,23.78
Modify,Shopify,0504837,141,16.45
Modify,Shopify,0504936,88,16.45
Modify,Shopify,0504951,36,16.45
Modify,Shopify,0505099,102,16.45
Modify,Shopify,0505685,107,26.67
Modify,Shopify,0505784,24,18.15
Modify,Shopify,0506741,98,56.06
Modify,Shopify,0507137,15,11.71
Modify,Shopify,0508135,44,155.55
Modify,Shopify,0508911,97,15.93
Modify,Shopify,0509992,139,15.12
Modify,Shopify,0510206,129,17.39
Modify,Shopify,0510339,1437,10.42
Modify,Shopify,0510628,19,16.68
Modify,Shopify,0510966,59,39.36
Modify,Shopify,0511469,35,12.42
Modify,Shopify,0511683,48,61.17
Modify,Shopify,0511808,43,38.81
Modify,Shopify,0511949,82,18.79
Modify,Shopify,0512509,287,27.48
Modify,Shopify,0512814,66,19.46
Modify,Shopify,0512871,12,19.46
Modify,Shopify,0513747,33,21.60
Modify,Shopify,0515601,322,8.91
Modify,Shopify,0515635,89,25.20
Modify,Shopify,0515908,29,29.24
Modify,Shopify,0516682,632,8.16
Modify,Shopify,0516724,146,6.94
Modify,Shopify,0516914,253,6.54
Modify,Shopify,0516997,102,12.95
Modify,Shopify,0517425,152,11.75
Modify,Shopify,0517458,989,28.16
Modify,Shopify,0517938,170,29.19
Modify,Shopify,0517953,1602,4.08
Modify,Shopify,0517995,825,6.46
Modify,Shopify,0518324,81,38.34
Modify,Shopify,0518647,0,56.98
Modify,Shopify,0519017,394,56.98
Modify,Shopify,0519108,440,42.81
Modify,Shopify,0519298,25,34.66
Modify,Shopify,0519330,33,34.66
Modify,Shopify,0520262,198,6.55
Modify,Shopify,0521799,369,9.22
Modify,Shopify,0522094,143,9.22
Modify,Shopify,0522417,110,14.84
Modify,Shopify,0522664,82,31.68
Modify,Shopify,0522813,8,24.78
Modify,Shopify,0522904,37,41.25
Modify,Shopify,0523035,331,12.93
Modify,Shopify,0523324,316,17.93
Modify,Shopify,0523365,17,14.61
Modify,Shopify,0523522,412,22.96
Modify,Shopify,0524314,26,21.78
Modify,Shopify,0524439,17,8.34
Modify,Shopify,0524470,3,12.89
Modify,Shopify,0524694,28,43.60
Modify,Shopify,0524876,22,23.54
Modify,Shopify,0525238,10,28.37
Modify,Shopify,0525519,45,26.99
Modify,Shopify,0525659,112,5.42
Modify,Shopify,0525675,18,11.35
Modify,Shopify,0525683,65,25.20
Modify,Shopify,0525717,50,7.06
Modify,Shopify,0525816,88,12.90
Modify,Shopify,0526178,248,8.70
Modify,Shopify,0526194,64,12.90
Modify,Shopify,0526855,53,24.71
Modify,Shopify,0128926,23,48.00
Modify,Shopify,0128959,108,29.61
Modify,Shopify,0129031,346,6.76
Modify,Shopify,0129114,72,12.20
Modify,Shopify,0129130,215,9.17
Modify,Shopify,0129189,18,9.22
Modify,Shopify,0129791,185,6.07
Modify,Shopify,0129999,60,21.64
Modify,Shopify,0130062,109,6.87
Modify,Shopify,0130070,88,8.25
Modify,Shopify,0130112,511,11.07
Modify,Shopify,0130161,42,6.87
Modify,Shopify,0130278,229,23.35
Modify,Shopify,0130286,74,6.87
Modify,Shopify,0130344,187,44.47
Modify,Shopify,0130450,117,50.60
Modify,Shopify,0130468,32,6.87
Modify,Shopify,0130484,60,6.87
Modify,Shopify,0130492,7,38.20
Modify,Shopify,0130583,18,6.87
Modify,Shopify,0130666,19,5.99
Modify,Shopify,0130963,198,15.03
Modify,Shopify,0130997,22,70.43
Modify,Shopify,0131060,43,8.84
Modify,Shopify,0131086,33,8.84
Modify,Shopify,0131383,46,8.84
Modify,Shopify,0131466,178,8.84
Modify,Shopify,0132787,231,17.41
Modify,Shopify,0132878,99,17.41
Modify,Shopify,0133579,749,37.23
Modify,Shopify,0133611,270,37.23
Modify,Shopify,0134189,80,122.73
Modify,Shopify,0134411,72,13.71
Modify,Shopify,0134429,13,16.25
Modify,Shopify,0134494,225,17.53
Modify,Shopify,0134585,152,25.02
Modify,Shopify,0134627,77,19.12
Modify,Shopify,0134635,113,39.04
Modify,Shopify,0134726,7,23.43
Modify,Shopify,0134742,65,20.91
Modify,Shopify,0134916,15,18.45
Modify,Shopify,0134932,5,8.88
Modify,Shopify,0134981,569,17.90
Modify,Shopify,0135103,15,17.90
Modify,Shopify,0135251,689,17.90
Modify,Shopify,0135392,496,4.60
Modify,Shopify,0135566,7,18.62
Modify,Shopify,0135723,9,18.62
Modify,Shopify,0135921,1179,8.65
Modify,Shopify,0136077,9,64.19
Modify,Shopify,0136101,85,39.67
Modify,Shopify,0136127,127,17.78
Modify,Shopify,0136473,579,6.13
Modify,Shopify,0136713,169,6.54
Modify,Shopify,0137075,625,8.86
Modify,Shopify,0137224,58,24.01
Modify,Shopify,0137232,22,19.08
Modify,Shopify,0137307,55,24.01
Modify,Shopify,0137612,491,16.14
Modify,Shopify,0137653,733,16.14
Modify,Shopify,0137885,423,9.81
Modify,Shopify,0138743,18,19.00
Modify,Shopify,0138933,333,17.36
Modify,Shopify,0139022,441,9.82
Modify,Shopify,0139782,74,21.93
Modify,Shopify,0140152,116,61.64
Modify,Shopify,0140186,41,
Modify,Shopify,0140772,671,24.46
Modify,Shopify,0140848,300,24.46
Modify,Shopify,0141036,20,49.79
Modify,Shopify,0141184,10,31.08
Modify,Shopify,0141317,65,32.68
Modify,Shopify,0141465,0,44.23
Modify,Shopify,0142075,103,58.54
Modify,Shopify,0142414,1071,29.93
Modify,Shopify,0142554,18,14.16
Modify,Shopify,0142612,18,14.16
Modify,Shopify,0142737,3,26.98
Modify,Shopify,0142802,82,34.00
Modify,Shopify,0142901,55,19.32
Modify,Shopify,0142984,61,18.42
Modify,Shopify,0143248,78,18.42
Modify,Shopify,0143289,66,17.07
Modify,Shopify,0143404,272,10.05
Modify,Shopify,0143743,512,12.83
Modify,Shopify,0144311,84,27.44
Modify,Shopify,0144808,82,16.66
